@relation du-lieu-ktdl-20

@attribute n1 numeric
@attribute n2 numeric
@attribute n3 numeric
@attribute n4 numeric
@attribute n5 numeric
@attribute n6 numeric
@attribute n7 numeric
@attribute n8 numeric
@attribute n9 numeric
@attribute n10 numeric
@attribute n11 numeric
@attribute n12 numeric
@attribute n13 numeric
@attribute n14 numeric
@attribute n15 numeric
@attribute n16 numeric
@attribute n17 numeric
@attribute n18 numeric
@attribute n19 numeric
@attribute n20 numeric
@attribute n21 numeric
@attribute n22 numeric
@attribute n23 numeric
@attribute n24 numeric
@attribute n25 numeric
@attribute n26 numeric
@attribute n27 numeric
@attribute n28 numeric
@attribute n29 numeric
@attribute n30 numeric
@attribute n31 numeric
@attribute n32 numeric
@attribute n33 numeric
@attribute n34 numeric
@attribute n35 numeric
@attribute n36 numeric
@attribute n37 numeric
@attribute n38 numeric
@attribute n39 numeric
@attribute n40 numeric
@attribute n41 numeric
@attribute n42 numeric
@attribute n43 numeric
@attribute n44 numeric
@attribute loaihinh {dinosaur,elephant,flower,horse}

@data
0.64389,0.35611,0.462392,0.429523,0.564314,0.621917,0.034656,0.040882,0.038285,0.049192,0.063261,0.495744,0.579103,0.035607,0.046924,0.494314,0.48275,0.672775,0.03541,0.051164,0,0.027494,0,0.29352,0.529685,0.149301,0,0.395264,0,0.003886,0.513294,0.087555,0,0,0,0.609042,0.075762,0.315195,0,0.254548,0,0.219325,0.357531,0.168596,elephant
0.33075,0.66925,0.428904,0.630367,0.533176,0.432637,0.033377,0.049526,0.037214,0.04103,0.06377,0.517766,0.535799,0.03639,0.045136,0.523448,0.483488,0.52659,0.035437,0.045265,0,0.023767,0,0.530754,0.266708,0.178771,0,0.051639,0,0.133758,0.643446,0.171157,0,0,0,0.78735,0.015664,0.196986,0,0.017086,0,0.5711,0.223374,0.18844,elephant
0.616221,0.383779,0.482266,0.539398,0.525056,0.431625,0.035393,0.045813,0.03693,0.040982,0.065071,0.465588,0.444895,0.034507,0.041129,0.53596,0.503991,0.536254,0.036181,0.045679,0,0.008731,0,0.13696,0.429878,0.424431,0,0.012067,0,0,0.66659,0.321343,0,0,0,0.34854,0.000558,0.650902,0,0.007443,0,0.133565,0.411357,0.447635,elephant
0.279358,0.720642,0.35479,0.468556,0.554471,0.509465,0.030357,0.042698,0.03795,0.044524,0.084723,0.382597,0.442038,0.031281,0.040997,0.183187,0.430259,0.445336,0.03343,0.041627,0.017659,5550000000,0,0.249944,0.098567,0.633774,0.001784,0.015221,0,0.031644,0.542677,0.408674,0.015142,0,0,0.746052,0.001285,0.237521,0.011409,0.004254,0,0.546387,0.152595,0.285355,flower
0.115753,0.884247,0.643487,0.247949,0.479731,0.530777,0.040883,0.031061,0.0353,0.045446,0.066999,0.604091,0.263189,0.039306,0.031634,0.145325,0.592754,0.398513,0.039238,0.039378,0.165197,7000000000,0,0.343273,0.034089,0.457371,0.007909,8790000000,0,0.640214,0.094912,0.256877,0.456651,0,0,0.336945,0,0.206404,0.404671,1020000000,0,0.372075,0.010994,0.21225,flower
0.483887,0.516113,0.461712,0.480236,0.533354,0.514726,0.03463,0.043227,0.03722,0.044754,0.078606,0.446856,0.516068,0.033806,0.044297,0.098358,0.493687,0.495541,0.035809,0.043911,0.061433,0,0,0.385769,0.486193,0.066605,0.002123,0,0,0.003847,0.989005,0.005024,0.027661,0,0,0.935234,0.015424,0.021681,0.015274,0,0,0.483487,0.487637,0.013602,flower
0.103048,0.896952,0.39353,0.582942,0.51077,0.488281,0.031971,0.047627,0.036424,0.043588,0.073145,0.450803,0.504737,0.033955,0.043808,0.152313,0.519703,0.447806,0.036741,0.041742,0.045282,0.001536,0,0.33694,0.076137,0.540106,0.000197,0.00227,0,0.084403,0.370286,0.542843,0.316968,0,0,0.444921,0.000193,0.237919,0.284325,0.000234,0,0.40777,0.03833,0.269341,flower
0.166585,0.833415,0.433861,0.656157,0.511646,0.46643,0.033569,0.050528,0.036455,0.042602,0.069534,0.435424,0.564486,0.033371,0.046328,0.406911,0.486125,0.706968,0.035534,0.052448,0,0.0123,0,0.624534,0.193295,0.169871,0,0.129275,0,0.024548,0.544822,0.301356,0,0,0,0.759758,0.00825,0.231992,0,0.021585,0,0.637,0.097841,0.243574,horse
0.25648,0.74352,0.464024,0.644981,0.510645,0.447347,0.034717,0.050096,0.036419,0.041722,0.064954,0.407193,0.62308,0.032271,0.048673,0.747508,0.502259,0.528595,0.036119,0.045352,0,0.034974,0,0.712219,0.176925,0.075881,0,0.194582,0,0.110935,0.61147,0.083013,0,0,0,0.919228,0.002775,0.077997,0,0.050432,0,0.709735,0.160537,0.079297,horse
0.078929,0.921071,0.566662,0.568628,0.492862,0.491987,0.038365,0.047038,0.035779,0.043754,0.061313,0.554586,0.517163,0.037661,0.044344,0.66098,0.461512,0.532276,0.034623,0.045509,7700000000,0.004078,0,0.787432,0.05091,0.157502,0,0.103364,0,0.019204,0.505864,0.371569,5580000000,0,0,0.798751,0.003702,0.197491,5130000000,0.00823,0,0.73668,0.043687,0.211352,horse
